company_name,address_lines,person,phone,web
MacInnes Flooring,"['1095 Loon Lake Rd.', 'Haliburton, ON', 'K0M 1S0']",Shawn MacInnes,705-457-5844,N/A
Mackie Homes,"['134 Landians Way', 'Beckwith, ON', 'K0A 1B0']",Brent Mackie,613-806-1304,www.mackiehomes.ca
"MacLeans Home Hardware Building Centre, Grand Bend","['70948 Bluewater Highway', 'Grand Bend, ON', 'N0M 1T0']",Mike MacLean,519-238-8282,homehardware.ca/en/store/12332
MacNeill Edmundson Professional Corporation,"['82 Wellington Street', 'London, ON', 'N6B 2K3']",Jeremy Giles,519-660-6060,www.meb.on.ca
MacPherson Builders Limited,"['5525 Eglinton Avenue West', 'Etobicoke, ON', 'M9C 5K5']",Brayden Singh,+1 (905) 882-8000,http://www.macphersonbuilders.com
Macroplan Limited,"['5145 Steeles Avenue West', 'Toronto, ON', 'M9L 1R5']",Max Sherman,416-661-6100,N/A
MadHouse Advertising Inc.,"['99 Yorkville Avenue', 'Toronto, ON', 'M5R 3K5']",Tami Kenwell,416-704-3343,http://www.madhouseinc.ca
Madhouse Advertising Inc.,"['99 Yorkville Ave #200', 'Toronto, ON', 'M5R 3K5']",Tami Kenwell,(416) 591-7770,N/A
Madison Group,"['369 Rimrock Road', 'Toronto, ON', 'M3J 3G2']",Patti Krawiec,416-661-4000,http://www.madisongroup.ca
Madison Group,"['369 Rimrock Road', 'Toronto, ON', 'M3J 3G2']",David Pereira,416-661-4000,www.madisongroup.ca
Magenta Exterior Solutions Inc.,"['15 FItzgerald Road', 'Nepean, ON', 'K2H 9G1']",Troy Saikaley,613-315-2666,http://magentaconstruction.com/
Magna Homes,"['186 Chatham St North', 'Blenheim, ON', 'N0P 1A0']",Samantha McFadden,519-676-7467,magnabuilders.ca
Magnificent Homes,"['425 Newbold St.', 'London, ON', 'N6E 1K2']",Omar Srour,519-697-6004,www.magnificenthomes.ca
Magnolia Construction - Design & Build,"['1075 Chateau Crescent', 'Ottawa, ON', 'K1C 2C9']",Joey Peloso,613-617-5157,http://magnoliaconstruction.ca
Magnus Homes,"['609 William Street, Suite 204', 'London, ON', 'N6B 3G1']",Jaime Crncich,519-702-6989,www.magnushomes.ca
Maher Homes Ltd.,"['1287 Kim St.', 'Sarnia, ON', 'N7V 3T4']",Steve Maher,(519) 344-8884,http://www.maherhomessarnia.com/
Main and Main Asset Management Inc.,"['203-427 Preston St.', 'Ottawa, ON', 'K1S 4N3']",Felice Petti,416-530-2438,https://mainandmain.ca/
Mainline Water & Sewer,"['10 East Shore Drive', 'Bowmanville, ON', 'L1C 4P8']",Dillon Brenton,905-697-9936,N/A
Mainline Water & Sewer Company Ltd.,"['10 East Shore Drive', 'Bowmanville, ON', 'L1C 4P8']",Dana White and Dillon Brenton,905-697-9936,www.ainlinewatersewer.com
Mainline Water & Sewer Company Ltd.,"['10 East Shore Drive', 'Bowmanville, ON', 'L1C 6T8']",Dillon Brenton,905-697-9936,https://MainlineWaterSewer.com/
Mainstream,"['2704 River Rd.', 'Manotick, ON', 'K4M 1B4']",Gina Godin,613-612-2478,http://www.mainstreamdb.com
Maintemp Heating and Air Conditioning Inc.,"['4380 South Service Road Suite 16', 'Burlington, ON', 'L7L 5Y6']",,(905) 681-1515,http://www.maintemp.ca
Maitland-Perth Construction,"['162 Wilson Road', 'Stirling, ON', 'K0K 3E0']",Tim Horst,888-395-9483,http://www.maitlandconstruction.ca/
MAK Mechanical LTD.,"['155A Brock St.', 'Barrie, ON', 'L4N 2M3']",Mike Kinsey,705-730-0140,makmechanical.com
Malen Capital Corporation,"['1 Benvenuto Place', 'Toronto, ON', 'M4V 2L1']",Mitchell Abrahams,416-929-4221,http://www.malencapital.com
Malibu Investments,"['130 Spadina Avenue', 'Toronto, ON', 'M5V 2L4']",Rony Hirsch,416-703-9071,http://www.malibutoronto.com
Malloch Construction,"['R.R. #6', 'Perth, ON', 'K7H 3C8']",Don Malloch,(613) 264-8150,-
Malone Given Parsons,"['140 Renfrew Drive', 'Markham, ON', 'L3R 6B3']",Matthew Cory,905-513-0170,http://www.mgp.ca
Manalco Contracting Ltd.,"['205 Mackenzie Avenue Unit 1', 'Ajax, ON', 'L1S 2G1']",Jeff Fyfe,905-428-6291,www.manalco.ca
Mandarin Creek Development Ltd.,"['c/o MacPherson Builders Limited', 'Richomod Hill, ON', 'L4B 1H8']",Russell Higgins,905 882 8000,-
Manorville Homes Ltd.,"['205 Mackenzie Avenue Unit 1', 'Ajax, ON', 'L1S 2G1']",Matthew Jamieson,905-428-6291,www.manorvillehomes.ca
Manotick Windows & Doors,"['5549 Ann Street', 'Manotick, ON', 'K4M 1A6']",Robert Milne,613-692-0623,www.manotickwindows.com
Mansteel Limited,"['105 Industrial Road', 'Richmond Hill, ON', 'L4C 2Y4']",Michael Mansour,905-780-1488,http://www.mansteel.com
Manulift,"['1230 South Service Rd.', 'Stoney Creek, ON', 'L8E 5C4']",Frederique Parenteau,(450) 758-0222,http://www.manulift
Map Energy Inc.,"['235 St Clair Street', 'Chatham, ON', 'N7L 3J8']",Stephen Downs,519-397-9116,mapenergy.ca
Maple Bin Services,"['107 Hidden Valley Drive,', 'Plainfield, ON', 'K0K 2V0']",Samantha Dafoe,613-217-2467,http://www.maplebins.ca/
Maple City Homes Ltd.,"['268 Moonstone Cresent', 'Chatham, ON', 'N7m 0S1']",Trevor Mailloux,519-350-6625,N/A
Maple Leaf Design & Construction Inc.,"['P.O. Box 401', 'Carp, ON', 'K0A 1L0']",Fred Carmosino,613-832-4757,www.mapleleafcustomhomes.ca
Maple Leaf Masonry Supply Ltd.,"['2135 Long Lake Road', 'Sudbury, ON', 'P3E 5H2']",Brian DeMattia,705 522 5282,www.mapleleafmasonrysupply.ca
Mapleton Homes Ltd.,"['699 Village Green Ave', 'London, ON', 'N6K 1G6']",Albert Scarpelli,519-471-2596,www.mapletonhomes.ca
Maplewood Homes,"['637 The Queensway Suite 17', 'Peterborough, ON', 'K9J 7J6']",Steve McLaren,705-768-8276,N/A
Mapply Building Measurement Company,"['206-30 Blue Springs Drive', 'Waterloo, ON', 'N2J 4T2']",Adriana Bertrand,226-647-1902,www.mapplymeasure.com
Mapply Building Measurement Company,"['206-30 Blue Springs Drive', 'Waterloo, ON', 'N2J 4T3']",Adriana Bertrand,226-647-1902,N/A
Marbelle Group Inc.,"['364 Highway 8', 'Stoney Creek, ON', 'L8G 1E8']",Mario Rapino,,N/A
Marble Trend Ltd.,"['310 Oakdale Road', 'Toronto, ON', 'M3N 1W5']",Ernie Luchetta,416-783-9911,http://www.marbletrend.com
Marchand Electric,"['1283 Algoma Road', 'Ottawa, ON', 'K1B 3W7']",Jacques Marchand,613-749-2279,www.marchandelectric.com
Marchant Custom Builds Inc.,"['250 Beaver Street South', 'Newcastle, ON', 'L1B 1C3']",Zak Marchant,905-987-3148,www.marchantbuilds.com
Marciano Doors & Trim Co. Ltd.,"['2600 Bristol Circle', 'Oakville, ON', 'L6H 6Z7']",Peter Marciano,905-829-5224,N/A
Marina Homes,"['90 Burnhamthorpoe Road W, Suite 110', 'Mississauga, ON', 'L5B 3C3']",Luciano Frutti,905-848-1008,http://www.marnahomes.ca
Marina Homes Inc.,"['90 Burnhamthorpe Road West', 'Mississauga, ON', 'L5B 3C3']",Luciano Frutti,905-848-1008,http://www..marinahomes.ca
Mario's Tile,"['175 Nebo Road', 'Hamilton, ON', 'L8W 2E1']",,(905) 575-0731,https://mariostile.business.site/
Mark Gatt Electrical,"['665 Riddell Road', 'Orangeville, ON', 'L9W 4Z5']",Mark Gatt,519-942-9325,-
Mark's ,"['1135 Lansdowne St. W.', 'Peterborough, ON', 'K9J 7M2']",Jed Wylie,705-748-9570,www.imagewear.ca
Marken Homes and Construction,"['PO Box 154', 'Niagara Falls, ON', 'L2H 3H7']",David R. Kendall,(905) 374-7533,-
"Markham Centre Realty Inc., Brokerage","['3623 Highway 7 East', 'Markham, ON', 'L3R 8X6']",Susan Wong,905-513-6633,N/A
Marlin Spring,"['2 St. Clair Avenue West', 'Toronto, ON', 'M4V 1L5']",Linda Pung,416-619-3550,http://www.marlinspring.com
Marmo Contracting Inc.,"['33 Dickson Hill Road', 'Markham, ON', 'L3P 3J3']",Adam Marmo,416-684-3117,http://www.marmocontracting.com
Maroline Distributing Inc.,"['280 King Street East', 'Toronto, ON', 'M5A 1K7']",Gerry DiLeo,416-504-4747,http://www.subzero.com
Marquis Developments,"['P.O. Box 130', 'Arva, ON', 'N0M 1C0']",Vanessa Brennan-McBride,519-601-4992,www.marquisdevelopments.com
Marsh Canada,"['120, 800 Bremmer Blvd. #800', 'Toronto, ON', 'M5J 3A6']",Clark Thomas,(416) 559-3715,https://www.marsh.com/ca/en/home.html
Marz Homes,"['825 North Service Rd., Suite 200', 'Stoney Creek, ON', 'L8E 0J7']",Dan Gabriele,905-662-3039,N/A
Marz Homes Holdings Inc.,"['825 North Service Road Suite 200', 'Stoney Creek, ON', 'L8E 0J7']",,(905) 662-3039,http://www.marzhomes.com
Masco Canada,"['15 Champlain Court', 'Kitchener, ON', 'N2B 2Y8']",Dan Martin,519-520-1156,www.mascocanada.com
Masco Canada - Delta Faucet,"['15 Champlain Court', 'Kitchener, ON', 'N2B 2Y8']",Dan Martin,519-496-5583,www.mascocanada.com
Masco Canada Limited,"['763 Eagletrace Drive', 'London, ON', 'N6G 0E9']",Ben Martin,(226) 678-2366,www.deltafaucet.com
Mason Homes,"['70 Innovator Ave', 'Stouffville, ON', 'L4A 0Y2']",Gord Mason,905-640-6777,www.masonhomes.ca
Mason Homes,"['70 Innovator Avenue', 'Stouffville, ON', 'L4A 0Y2']",Gord Mason,905-640-6777,http://www.masonhomes.ca
Masongsong Associates Engineering Limited,"['7800 Kennedy Road', 'Markham, ON', 'L3R 2C7']",Andrew Ip,905-944-0162,https://www.Maeng.ca
Masonry Works Council of Ontario,"['5155 Spectrum Way', 'Mississauga, ON', 'L4W 5A1']",Conroy Murray,905-282-0073,http://www.masonryworks.ca
Masri O Architects,"['609 Kumpf Drive', 'Waterloo, ON', 'N2V 1K8']",Reema Masri,519-579-0072,www.masrioarchitects.ca
Master Edge Homes,"['461 Alden Road', 'Markham, ON', 'L3R 3L4']",Dwayne Butler,905-201-1054,http://www.masteredgehomes.com
Mastercraft Homes Windsor (2011) Inc.,"['3199 Dougall Avenue', 'Windsor, ON', 'N9E 1S5']",Laura Fanelli,519-966-8100,N/A
Masters Insurance,"['175 Longwood Road South', 'Hamilton, ON', 'L8P 0A1']",,(905) 577-1180,https://www.mastersinsurance.com/
Masters Insurance Ltd.,"['7501 Keele Street', 'Vaughan, ON', 'L4K 1Y2']",Michael Ciccolini,905-738-4164,http://www.mastersinsurance.com
Masters Insurance Ottawa Ltd,"['255 Michael Cowpland Drive', 'Ottawa, ON', 'K2M 0M5']",Frank Ciccolini,613-232-8605,www.mastersinsurance.com
Mattamy Homes Canada,"['433 Steeles Avenue East', 'MILTON, ON', 'L9T 8Z4']",Brad Trussler,416-993-2423,www.mattamyhomes.com
Mattamy Homes Canada - GTW Division,"['433 Steeles Ave E', 'Milton, ON', 'L9T 8Z4']",Alex Drung,905-203-3966,www.mattamyhomes.com
Mattamy Homes Limited,"['433 Steeles Ave East', 'Milton, ON', 'L9T 8Z4']",Brad Trussler,289-851-0342,www.mattamyhomes.com
Mattamy Homes Limited,"['66 Wellington Street West', 'Toronto, ON', 'M5K 1G8']",Brad Carr,416-637-0900,http://www.mattamyhomes.com
Mattamy Homes Limited - GTA Land,"['7880 Keele Street', 'Vaughan, ON', 'L4K 4G7']",James Circosta,905-907-8888,www.mattamyhomes.com
Mattamy Homes Ltd. - Ottawa Division,"['50 Hines Road Suite 100', 'Kanata, ON', 'K2K 2M5']",Kevin O'Shea,613-831-4115,www.mattamyhomes.com
Matthew Vincent Building Group,"['6956 Columbus Rd', 'Mississauga, ON', 'L5T2G1']",Matthew Rabba,289-999-0155,http://www.matthewvincent.ca
Mauro Angeloni Inc.,"['1 Greensboro Drive', 'Toronto, ON', 'M9W 1C8']",Julia Robertson,416-248-6213,http://www.mauroangeloniinc.com
Maxamin Homes,"['155 Champagne Drive', 'Toronto, ON', 'M3J 2C6']",Amin Sheivari,416-398-6664,http://www.maxaminhomes.com
Maxum Drywall Inc.,"['911 Rowntree Dairy Road', 'Woodbridge, ON', 'L4L 5W5']",Dino Martelli,905-856-4108,https://www.MaxumDrywall.com
MBHE Inc.,"['3303 Bouvier Road', 'Hammond, ON', 'K0A 2A0']",Matthieu Bazinet,613-295-1803,N/A
MC Commercial,"['5420 North Service Rd Ste 300 PO Bo', 'Burlington, ON', 'L7R 5B6']",Natalia Cruz,(905) 308-4002,http://www.geappliances.ca
MC Precision Tiling and Contracting,"['50 Pappain Crescent', 'Brampton, ON', 'L7A 3J6']",Roland McKenzie,289-952-8663,N/A
McAdam Window & Door Centre,"['354 Pinnacle Street', 'Belleville, ON', 'K8N 3B4']",Brett Chisholm,(613) 968-4512,www.mcadamwindows.com
McAdoo (Don) Construction Ltd.,"['1 Taggart Cres', 'Perth, ON', 'K7H 3P5']",Sandy/Sean McAdoo,(613) 264-1172,www.mcadoo.on.ca
MCAP Financial Corporation,"['200 King Street West', 'Toronto, ON', 'M5H 3T4']",Bruno Iacovetta,416-368-8890,http://www.mcap.com
McCallum HVAC Design Inc.,"['2 Dewside Drive', 'Brampton, ON', 'L6R 3Y5']",Doug McCallum,905 840 8166,http://www.mccallumhvac.com
mcCallumSather,"['286 Sanford Ave N', 'Hamilton, ON', 'L8L 6A1']",William Neal,(905) 526-6700,N/A
McCarter Grespan Beynon Weir LLP,"['675 Riverbend Drive', 'Kitchener, ON', 'N2K 3S3']",Paul Grespan,519-571-8800,www.mgbwlaw.com
McCarthy Tetrault LLP,"['66 Wellington Street West', 'Toronto, ON', 'M5K 1E6']",John Dawson,416-601-8200,http://www.mccarthy.ca
McConville Omni Insurance,"['1091 Talbot Street', 'St. Thomas, ON', 'N5P 1G4']",Chris Tower,(519) 633-6687,www.omniinsurance.on.ca
McDonald Home Hardware Building Centre,"['P. O. Box 170', 'Brussels, ON', 'N0G 1H0']",Michael McDonald,519-887-6277,mcdonaldhomehardware.com
McDonald Homes,"['Box 1432', 'Brighton, ON', 'K0K 1H0']",David McDonald,613-475-5555,N/A
McDougall Insurance Brokers,"['199 Front Street', 'Belleville, ON', 'K8N 5A6']",Ross McDougall,613-966-7001,-https://www.mcdougallinsurance.com/belleville
MCF Forming Contractors Inc.,"['188 Bradwick Drive', 'Concord, ON', 'L4K 1K8']",Manuel Fiuza,905-669-1094,N/A
McGinty Toman Electric Inc,"['978 Upper Wellington Street', 'Hamilton, ON', 'L9A 3S3']",Mark McGinty,(289) 237-1482,http://Www.mcgintytomanelectric.com
McHugh Whitmore LLP,"['914 Queenston Road', 'Stoney Creek, ON', 'L8G 1B7']",Ralph Ionico,(905) 662-6001,http://www.mchughwhitmore.ca
McIntosh Perry Consulting Engineers,"['3240 Drummond Concession 5A', 'Perth, ON', 'K7H 3C9']",Brent Cuming,613-267-6524,www.mcintoshperry.com
McIntosh Perry Limited,"['6240 Highway 7', 'Woodbridge, ON', 'L4H 4G3']",Rick Derbecker,905-856-5200,http://www.mcintoshperry.com
McKee Security,"['4702 County Road 21', 'Haliburton, ON', 'K0M 1S0']",Dennis McKee,705-457-2156,www.mckeesecurity.ca
McKenzie Homes,"['15 Cuddy Blvd', 'London, ON', 'N5V 3Y3']",Trevor McKenzie,519-850-7712,www.mckenziehomes.ca
McKenzie Lake Lawyers LLP,"['100 Stone Road W., Suite 300', 'Guelph, ON', 'N1G 5L3']",Kyle Hampson,519-672-5666,-
McKeough Supply,"['360 Elgin St.', 'BRANTFORD, ON', 'N3S 7P6']",Dave Davis,519-753-3186,N/A
McKinley Environmental Solutions,"['P.O. Box 45505', 'Ottawa, ON', 'K2J 0P9']",Andrew McKinley,613-620-2255,www.mckinleyenvironmental.com
McLeans Painting & Staining,"['8606 Cundle Line PO Box 156', 'Charing Cross, ON', 'N0P 1G0']",Geoff McLean,2269968818,N/A
McMillan LLP,"['181 Bay Street, Suite 4400', 'Toronto, ON', 'M5J 2T3']",Sean Coughlin,416-865-7069,http://www.mcmillan.ca
McNaughhton Home Hardware,"['P.O. Box 10', 'Newbury, ON', 'N0L 1Z0']",Mike McNaughton,519-693-4484,N/A
McNaughton Home Hardware Building Centre,"['22789 Hagerty Road', 'Newbury, ON', 'N0L 1Z0']",Graham Young,519-693-4484,N/A
McNaughton Home Hardware Building Centre,"['22789 Hagerty Road', 'Newbury, ON', 'N0L 1Z0']",Graham Young,519-693-4484,www.mcnaughtons.com
McOuat Partnership,"['306 Town Centre Boulevard', 'Markham, ON', 'L3R 0Y6']",C.H. McOuat,905-472-2000,https://www.mcouatpartnership.com
MD Construction & Contracting,"['5 Hydro Line', 'St. Thomas, ON', 'N5P 2N5']",Mark Deleemans,519-631-7576,www.mdconstruction1987.com
Meagher's Drafting and Design Services,"['81 Caverhill Crescent', 'Komoka, ON', 'N0L 1R0']",Grant Meagher,519-872-5798,www.m2dservices.ca
Med. Carpentry,"['61 Orchard Park Drive', 'Scarborough, ON', 'M1E 2P6']",Ricardo Agraso,905-509-8844,http://www.medcarpentry.com
Medallion Capital Group Ltd.,"['939 The Queensway', 'Etobicoke, ON', 'M8Z 1P3']",Chris Giamou,647-495-6892,http://www.medcapassets.com
Medallion Developments,"['970 Lawrence Avenue West', 'Toronto, ON', 'M6A 3B6']",Peter Grater,416-256-3900,http://www.medalliondevelopments.com
Medi-Group Inc.,"['56 Brockport Drive', 'Toronto, ON', 'M9W 5N1']",Rosa Panettieri,416-741-2737,N/A
Medway Homes Inc.,"['P.O. Box 89', 'Arva, ON', 'N0M 1C0']",Paul Pittao,519-850-0130,www.pittao.com
Meinen Custom Homes,"['P.O. Box 58', 'Mitchell, ON', 'N0K 1N0']",John Meinen,519-801-0067,N/A
MelBarr Design Build Inc.,"['27 Pinegrove Crescent', 'London, ON', 'N6J 3Y8']",James Melnick,519-902-0907,www.melbarr.ca
Melbourne Property Management,"['1244 Caledonia Road', 'Toronto, ON', 'M6A 2X5']",Julian McNabb,416-546-2126  ext.,http://www.MelbournePM.ca
Melchers Construction Limited,"['P.O. Box 100', 'Komoka, ON', 'N0L 1R0']",Chris Melchers,519-473-4149,www.melchersconstruction.com
Melloul Blamey Construction,"['700 Rupert St.', 'Waterloo, ON', 'N2V 2B5']",Fred Grossman,(519) 886-8850,http://www.melloul.com
Melrose Investments Inc.,"['145 Reynolds Street', 'Oakville, ON', 'L6J 0A7']",Jessica Bertrand,905-849-1360,http://www.melroseinvestments.com
Menard Bros. & Associates Ltd.,"['1100 Marleau Avenue', 'Cornwall, ON', 'K6H 2W8']",Guy Menard,(613) 932-7686,-http://www.menardbros.on.ca/
Menard Canada Inc.,"['2 Campbell Drive', 'Uxbridge, ON', 'L9P 1H6']",David Huggins,416-655-5641,www.menardcanada.ca
Menard Canada Inc.,"['206 Main Street West, Unit 2', 'Hamilton, ON', 'L8P 1J3']",Neil Isenegger,(365) 657-0611,https://menardcanada.ca/
Menard Canada Inc. ,"['1725 St. Laurent Blvd', 'Ottawa, ON', 'K1G 3V4']",Julien Egron,343-803-0903,https://menardcanada.ca/
MENATWORK,"['1174 Weston Road', 'York, ON', 'M6M 4P4']",Paul Gallop,416-763-0763,http://www.menatwork.ca
Menkes Developments,"['4711 Yonge Street Suite 1400', 'Toronto, ON', 'M2N 7E4']","Nadine Sobanski Sales & Marketing Manager, Lowrise",416-491-2222,www.menkes.com
Menkes Developments Ltd.,"['4711 Yonge Street Suite 1400', 'Toronto, ON', 'M2N 7E4']",,(416) 491-2222,http://www.menkes.com
Menkes Developments Ltd.,"['4711 Yonge Street', 'Toronto, ON', 'M2N 7E4']",Michelle Howell,416-491-2222,http://www.menkes.com
Menno S. Martin Contractor Ltd.,"['5-100 Rankin St.', 'Waterloo, ON', 'N2V 1V9']",Art Janzen,519-664-2245,www.mennosmartin.com
Meridian Credit Union,"['200 Speedvale Ave. West', 'Guelph, ON', 'N1H 1C3']",Aditya Vasudev,647-248-1380,-
Meridian Credit Union,"['75 Corporate Park Drive', 'St.Cathrines, ON', 'L2S 3W3']",David Merritt,289-929-8820,www.meridiancu.com
Meridian Credit Union,"['2 King Street West', 'Hamilton, ON', 'L8P 1A1']",Robert Neufeld,(905) 528-7235,http://www.meridiancu.ca
Meridian Credit Union,"['50 Ronson Drive', 'Toronto, ON', 'M9W 1B3']",Liz Blazanovic,416-438-9351,http://www.meridiancu.ca
Meridian Credit Union,"['200-700 Richmond St.', 'London, ON', 'N6A 5C7']",Paul Lavoie,519-854-1870,www.meridiancu.ca
Meritech Engineering,"['1315 Bishop Street North, Suite 202', 'Cambridge, ON', 'N1R 6Z2']",Ian Robertson,519-623-1140,www.meritech.on.ca
Merkley Supply Ltd,"['100 Bayview Road', 'Ottawa, ON', 'K1Y 4L6']",Robert Merkley,613-728-2693,www.merkleysupply.com
Merritt Homes,"['24 Newberry Street', 'Belleville, ON', 'K8N 3N3']",Christopher Ritter,613-969-7518,merritthomebuilders.com
Metal Roof Outlet,"['63 Main Street', 'Courtland, ON', 'N0J 1E0']",Jaymie Post,519-688-2512,metalroofoutlet.com
Method Homes,"['170 Wicksteed Avenue', 'Toronto, ON', 'M4G 2B6']",Chris Loftus,416-548-5988,http://www.methodhomes.ca
Metric Homes (Ottawa) Inc.,"['4829 Abbott Street East', 'Kanata, ON', 'K2V 0L4']",Stephan Keedwell,613-836-8079,www.metrichomes.com
Metro Compactor Service Inc.,"['145 Heart Lake Road South', 'Brampton, ON', 'L6W 3K3']",Anannya Biswas,416-743-8484,https://www.MetroCompactor.com
Metrontario Investments Ltd.,"['1 Yorkdale Road', 'Toronto, ON', 'M6A 3A1']",Scott Zavaros,416-785-6000,N/A
Metropia,"['2300 Yonge Street', 'Toronto, ON', 'M4P 1E4']",Samuel Frum,416-486-4242,http://www.metropia.ca
Metropole Developments Inc.,"['1595 Sixteen Ave', 'Richmond Hill, ON', 'L4B 3N9']",Parisima Fotouhi,647-778-7224,http://www.Metropolegroup.ca
Metropolitan Consulting Inc.,"['PO Box 128', 'Grimsby, ON', 'L3M 4G3']",,(905) 330-6227,http://www.metrocon.ca/materPage.html
Metropolitan Hardwood Floors Eastern Division,"['6385 Shawson Drive', 'Mississauga, ON', 'L5T 1S7']",Wilf Selfe,416-456-7379,http://www.metrofloors.com
Metroview Developments Inc.,"['5690 Steeles Avenue West', 'Vaughan, ON', 'L4L 9T4']",Dalvir Passi,905-747-5161,http://www.metroview.com
Metz Homes Ltd.,"['P.O. Box 33', 'Shelburne, ON', 'L0N 1S0']",Dave Metz,(519) 925-1904,www.metzhomes.com
Mezcon Construction Ltd.,"['5524 Watson Rd. N.', 'Guelph, ON', 'N1H 6J1']",Zachary Fischer,519-835-4266,www.mezcon.ca
MHBC Planning,"['540 Bingemans Centre Drive', 'Kitchener, ON', 'N2B 3X9']",Pierre Chauvin,(519) 576-3650,-
MHBC Planning,"['7050 Weston Road', 'Woodbridge, ON', 'L4L 8G7']",David McKay,905-761-5588,http://www.mhbcplan.com
MHBC Planning,"['200-540 Bingemans Centre Drive', 'KITCHENER, ON', 'N2B 3X9']",Dave Aston,519-576-3650,mhbcplan.com
MHBC Planning,"['442 Brant Street Suite #204', 'Burlington, ON', 'L7R 2G4']",,(905) 639-8686,http://www.mhbcplan.com
MHBC Planning Ltd,"['540 Bingemans Centre Dr.  Suite 200', 'Kitchener, ON', 'N2B 3X9']",Paul Britton,519-576-3650,www.mhbcplan.com
Michael London Design,"['68 Tycos Drive', 'Toronto, ON', 'M6B 1V9']",Tiffani London,437-238-2555,https://www.MichaelLondon.Design
Midhaven Homes Ltd.,"['PO Box 395', 'Oshawa, ON', 'L1H 7L5']",P.Saturno R.Evans,905-436-7648,www.midhavenhomes.com
Midhaven Homes Ltd.,"['P.O. Box 395', 'Oshawa, ON', 'L1H 7L5']",Peter Saturno,905-436-7648,http://www.midhavenhomes.com
Midhurst Valley (Carson) Inc.,"['3190 Steeles Ave. East, Suite 300', 'Markham, ON', 'L3R 1G9']",Stephanie Lane,905-477-1177,N/A
Mikmada Homes Inc.,"['P.O. Box 220', 'Burlington, ON', 'L7P 0N4']",Kimberley Nesbitt,905-336-7335,http://www.mikmadahomes.com
Milborne Group,"['385 Madison Avenue', 'Toronto, ON', 'M4V 2W7']",C. Milborne,416-928-9998,http://www.milborne.com
Milborne Real Estate Incorporated,"['204-4100 Strandherd Drive', 'Ottawa, ON', 'K2J 0V2']",Derek Nzeribe,613-909-0026,www.milborne.com
Milestone Bath Experts,"['45 Wilson Avenue', 'Belleville, ON', 'K8P 1R7']",Jeff Whitley,6139688472,http://bellevillebathreno.ca/contact-us/
Milestone Millwork,"['5-5900 Thorold Stone Road', 'Niagara Falls, ON', 'L2J 1A2']",Charles Pelletier,289-296-6563,milestonemillwork.com
